,title,journal,type,date,doi,scopusID,eID,abstract,url,codeFound
59,"Bhetoh so'on batik feature creations: Promoting the stonehenge van java in Suling Wetan Village, Cermee Sub-District, Bondowoso Regency",IOP Conference Series: Earth and Environmental Science,Conference Paper,02-06-20,10.1088/1755-1315/485/1/012044,SCOPUS_ID:85086230302,2-s2.0-85086230302,"AbstractBatu Susun tourism (Madura: Bhetoh Soon) or called “Stonehenge Van Java” in Suling Wetan Village, Cermee District is a newly opened tourist attraction in Bondowoso Regency. Nature tourism is still not widely known by the community so that there is a need for promotional efforts to be remembered more widely by tourists. One of strategies to promote the local object of Bondowoso is developing new batik motifs “bhetoh Soon” as a typical icon of Bondowoso Regency. Batik craftsmen in Suling Wetan village have pioneered batik production business since 2015 but have not been optimally developed so that it has not designed as a unique and creative batik product. The knowledge and skills of batik craftsmen in Suling Wetan Village need to be improved to create batik motifs “Bhetoh So’on” as a medium for promoting natural tourism in Bondowoso Regency. In general, the achievement of capacity building programs has been well implemented. These achievements included program socialization for partners, processing workshops and utilization of natural batik dyes, procurement of hand-held machines, training in making batik motifs “Bhetoh Soon”, and assistance to batik craftsmen regarding E-Commerce-based marketing system applications. The development of the typical batik creative industry in Wetan Suling Village is expected to increase their income while at the same time opening up new jobs for the surrounding community. The results of this activity can make Suling Wetan Village a pilot village that can develop successfully and independently in creating creative batik industries. Besides, the development of the creative batik industry in Sulet Wetan Village can lift the potential of tourism objects “Bhetoh So’on” in Bondowoso Regency.",https://api.elsevier.com/content/abstract/scopus_id/85086230302,crossref-doi
60,"Commemorating economic crisis at a liminal site: Memory, creativity and dissent at Achill Henge, Ireland",Environment and Planning D: Society and Space,Article,01-06-20,10.1177/0263775819877189,SCOPUS_ID:85074005603,2-s2.0-85074005603,"This paper draws on a case study of Achill Henge, County Mayo, Ireland, to examine the interplay between economic crisis, rebel creativity and shifting geographies of commemoration. Built in 2011 in a remote part of the west of Ireland, Achill Henge is a highly contested monument. Unfinished and under perennial threat of demolition, the Stonehenge-like structure was originally conceived as a ‘tomb of the Celtic Tiger’, in reference to Ireland’s ill-fated economic ‘miracle’ of the 1990s and 2000s. This paper examines this economic context before adopting two perspectives. Firstly, drawing on critical ideas about commemoration, we identify how the Henge remembers economic and political failure, materialising a unique site of subaltern memory. Situating it within memorial landscapes in Ireland, we explore how it can serve to critically analyse practices of traditional and contemporary commemoration. Secondly, we examine how its unsanctioned liminality produces a valuable, exemplary site at which numerous unregulated, playful, performative and political practices can be carried out, away from mainstream convention and commercial banality.",https://api.elsevier.com/content/abstract/scopus_id/85074005603,crossref-doi
61,Solstice and Solar Position Observations in Australian Aboriginal and Torres Strait Islander Traditions,Journal of Astronomical History and Heritage,Article,01-01-20,NA,SCOPUS_ID:85100278935,2-s2.0-85100278935,"A major focus of the archaeoastronomical research conducted around the world focuses on understanding how ancient cultures observed sunrise and sunset points along the horizon, particularly at the solstices and equinoxes. Scholars argue that observations of these solar points are useful for developing calendars, informing ritual/ceremonial practices, and predicting seasonal change. This is the foundation of the Eurocentric four-season Julian (and later Gregorian) calendar. Famous examples include Stonehenge, Newgrange, Chichen Itza, and Chankillo. Studies at these and other sites tend to focus on solar point observations through alignments in stone arrangements, and the orientations of monuments. Despite the ongoing study of Indigenous Knowledge in Australia revealing a wealth of information about Aboriginal and Torres Strait Islander observations and interpretations of solar, lunar, and stellar properties and motions, very little has been published about the importance and use of solar point observations. The authors examine this topic through four case studies, based on methodological frameworks and approaches in ethnography, ethnohistory, archaeology, and statistics. Our findings show that Aboriginal and Torres Strait Islander people observe the solstices and other significant sunrise/sunset points along the horizon for timekeeping and indicating seasonal change - but in ways that are rather different to the four-season model developed in Western Europe.",https://api.elsevier.com/content/abstract/scopus_id/85100278935,NOT FOUND
62,Mitigation of ground vibration from pile driving by circular arrays of rigid blocks placed on the ground surface,"Proceedings of the International Conference on Structural Dynamic , EURODYN",Conference Paper,01-01-20,NA,SCOPUS_ID:85098699151,2-s2.0-85098699151,"Ground vibration associated with pile driving causes annoyance to inhabitants of the neighbouring environment and may possibly lead to damage on existing structures in the proximity of a construction site. Vibration mitigation near the source can reduce the problem. The paper investigates the effect of circular arrays of blocks, placed on the ground surface around the position at which the pile is driven. A semi-analytical model of a layered soil has been used for the analysis, and the blocks have been modelled as monolithic structures, ac-counting for the full structure�soil�structure interaction. Two different sites have been studied: a layered soil with three metres of soft sand over a half-space of till, and a five metres deep layer of soft clay overlying a half-space of lime. The block arrays consist of one to three con-centric rings with radii 4, 8, and 12 m, respectively. The rings contain 6, 12, and 24 blocks, respectively, and the size of the blocks have been scaled such that each ring has the same total mass. The pile has not been modelled explicitly; instead vertical excitation has been applied in different depts over a circular area corresponding to the cross section of a pile. For the con-sidered cases it has been found that an array of blocks, shaped as a �Stonehenge�, may provide significant mitigation of the ground vibration level in a receiver zone placed 20�40 m from the pile. When a load is applied within the soft topsoil layer, the array provides an insertion loss in the order of 5�20 dB, depending on the size of the blocks and the configuration of the arrays. For loads applied deeper in the soil, within the stiffer half-space, the insertion loss is small and may in some situations be negative. However, this must be seen in the context that the transfer mobility in the reference state without the blocks, i.e. the greenfield, is low when the load is applied within the stiff half-space.",https://api.elsevier.com/content/abstract/scopus_id/85098699151,NOT FOUND
63,Sarsens—The Maker of Upland Scenery of Southern England: From Mid-Cenozoic Gravel Plains to Neolithic Landscapes,World Geomorphological Landscapes,Book Chapter,01-01-20,10.1007/978-3-030-38957-4_18,SCOPUS_ID:85085294262,2-s2.0-85085294262,"Sarsens are somewhat enigmatic rocks present in southern England, mainly scattered as boulders of metric dimensions across the Chalk uplands of Wiltshire and Dorset. They are remnants of mid-Cenozoic silcretes and the majority originated due to silicification of primary fluvial and lacustrine deposits, in an environment typified by low relief and general geomorphic stability. The vast majority of sarsens does not occur in situ which limits their value as palaeomorphological indicators. In-valley boulder trains are the most spectacular natural occurrences of sarsens and a few examples from the Marlborough Downs and Dorset Chalklands are presented in more detail. They are interpreted either as a result of solifluction transport from the interfluves and slopes towards the valley floors under periglacial conditions or as remnants of drainage-line silcretes inherited from the mid-Cenozoic. Sarsens were extensively used by Neolithic societies and the famous megalithic structures of Stonehenge, Avebury and others are built of huge sarsen blocks.",https://api.elsevier.com/content/abstract/scopus_id/85085294262,NOT FOUND
64,Haunted by the ghost of the beaker folk?,Biochemist,Article,01-01-20,10.1042/BIO04201030,SCOPUS_ID:85080900702,2-s2.0-85080900702,"A recent Europe-wide study of ancient DNA (aDNA) has exploded some of the preconceptions regarding a long-standing archaeological problem, otherwise known as the Beaker phenomenon. The study's results seemed to indicate that large numbers of people had migrated from continental Europe into Britain around 2500 BCE. In the course of this migration, the newcomers brought their belongings, including Beaker pottery, with them and replaced the pre-existing population and their ways of life. Or at least, this was how the research was presented in the media, e.g., ‘Ancient-genome study finds Bronze Age ‘Beaker culture’ invaded Britain’ or ‘Did Dutch hordes kill off the early Britons who started Stonehenge?’. While the study's conclusions were actually more complex than the headlines suggested, its findings surprised many archaeologists; but had genetics actually solved the Beaker problem?",https://api.elsevier.com/content/abstract/scopus_id/85080900702,crossref-doi
65,The Political Economy of Landscape: Conflict and Value in a Prehistoric Landscape in the Republic of Ireland - Ways of Telling,"Contested Landscapes: Movement, Exile and Place",Book Chapter,01-01-20,10.4324/9781003085089-11,SCOPUS_ID:0344032382,2-s2.0-0344032382,"The valley of the river Boyne, in the East of Ireland, is considered prime agricultural land with a highly competitive mixed farming regime and a dispersed population. Since the 1970s, it has formed part of a commuter belt for the city of Dublin. Another way of assessing the relationships is to look at a specific example of commodification in a heritage landscape with a critical archaeological eye. The invention of tradition, the active and passive contribution of intellectuals, the objectification of those who are traditionalized as �natural�, �distinctive�, �exotic� or �Other�, the appropriation of tradition by the dominant and the subjugated is well discussed already. The neo-traditionalism exposed by an archaeology of signposts sets up a particular series of relations between modernity and monumentality. It exposes the value of the monuments in the Boyne valley as �world heritage� or as �prehistory of the nation� in competition with other unique commodity-pasts such as Stonehenge and the pyramids of Egypt.",https://api.elsevier.com/content/abstract/scopus_id/0344032382,NOT FOUND
66,Stellarium: Simulation for Research and Outreach,Proceedings of the International Astronomical Union,Conference Paper,01-12-19,10.1017/S1743921321000752,SCOPUS_ID:85122767290,2-s2.0-85122767290,"AbstractOver the past decade the free and open-source cross-platform desktop planetarium program Stellarium has gained not only most of the computational accuracy requirements for today’s amateur astronomers, but also unique capabilities for specialized applications in cultural astronomy research and astronomical outreach. A 3D rendering module can put virtual reconstructions of human-made monuments in their surrounding landscape under the day and night skies of their respective epochs, so that the user can investigate and experience the potential connection of architecture, landscape, light and shadow, and the sky. It also played a key role in an exhibition about Stonehenge in Austria.Exchangeable “skycultures” allow the presentation of constellation patterns and mythological figures of non-Western cultures. Stellarium’s multi-language support allows community-driven translation of the whole program, which predestines its use in education also in minority languages.Stellarium is developed by a very small core team, but is open to external contributions.",https://api.elsevier.com/content/abstract/scopus_id/85122767290,crossref-doi
67,"Strontium and oxygen isotope evidence for the origin and movement of cattle at Late Neolithic Durrington Walls, UK",Archaeological and Anthropological Sciences,Article,01-10-19,10.1007/s12520-019-00849-w,SCOPUS_ID:85066986741,2-s2.0-85066986741,"The geographic origins of livestock found at the Late Neolithic site of Durrington Walls (Wiltshire, UK) is explored using strontium (87Sr/86Sr) and oxygen (?18OcarbVSMOW) isotope analysis of tooth enamel as an archive of lifetime movement. The analysis of 49 cattle is augmented with data for small numbers of animals from the contemporaneous monumental centres of West Kennet Palisade Enclosures (4), Stonehenge (1), and Marden (1). Unburnt human remains are scarce at these sites and the suite of biomolecular analyses that can be undertaken on cremated remains is limited. Therefore, these animals provide the best proxy for the origins of the people who raised them and give key information on livestock management. This builds on the Sr isotope analysis of 12 animals previously published from Durrington Walls and complements recent research on pig remains from the same sites, providing further evidence for the scale of human and animal movement and the catchment of these sites. The strontium isotope signatures from the animals� teeth range between values that are consistent with local chalkland grazing to radiogenic values typical of granites and older rock types. The oxygen isotope data, coupled with the strontium results, provide new geographic resolution and indicate that the majority of the animals come from southern and western areas of Britain.",https://api.elsevier.com/content/abstract/scopus_id/85066986741,NOT FOUND
68,"Sound Archaeology: A Study of the Acoustics of Three World Heritage Sites, Spanish Prehistoric Painted Caves, Stonehenge, and Paphos Theatre",Acoustics,Article,01-09-19,10.3390/acoustics1030039,SCOPUS_ID:85089672841,2-s2.0-85089672841,"This paper explores the acoustics of three UNESCO World Heritage Sites: five caves in Spain that feature prehistoric paintings that are up to 40,000 years old; Stonehenge stone circle in England, which is over 4000 years old; and Paphos Theatre in Cyprus, which is 2000 years old. Issues with standard acoustic methods are discussed, and a range of different possible approaches are explored for sound archaeology studies, also known as archaeoacoustics. The context of the three sites are examined followed by an analysis of their acoustic properties. Firstly, early decay time is explored, including a comparison of these sites to contemporary concert halls. Subsequently, reverberation, clarity of speech, and bass response are examined. Results show that the caves have a wide range of different naturally occurring acoustics, including reverberation, and strong bass effects. Stonehenge has acoustics that change as the design of the site develops, with some similarities to the effects in the caves. Acoustic effects vary considerably as you move further into the centre of the stone circle, and as the stone circle develops through time; these effects would be noticeable, and are a by-product of the human building of ritual sites. At Paphos Theatre, acoustics vary from the best seats on the front rows, backwards; here, the architects have considered acoustics in the design of the building. The paper illustrates the changing acoustics of ritual sites in human cultures, showing how sound contributed to giving spaces an individual character, helping to afford a sense of contextualized ritual place.",https://api.elsevier.com/content/abstract/scopus_id/85089672841,crossref-doi
69,Building Stonehenge? An alternative interpretation of lipid residues in Neolithic Grooved Ware from Durrington Walls,Antiquity,Article,01-08-19,10.15184/aqy.2019.62,SCOPUS_ID:85070507924,2-s2.0-85070507924,Abstract,https://api.elsevier.com/content/abstract/scopus_id/85070507924,crossref-doi
70,Understanding Middle Neolithic food and farming in and around the Stonehenge World Heritage Site: An integrated approach,Journal of Archaeological Science: Reports,Article,01-08-19,10.1016/j.jasrep.2019.05.003,SCOPUS_ID:85067034121,2-s2.0-85067034121,"
                  Little synthesis of evidence for Middle Neolithic food and farming in Wiltshire, particularly in and around the Stonehenge World Heritage Site (WHS) has been possible, until now, due to a paucity of assemblages. The excavation of a cluster of five Middle Neolithic pits and an inhumation burial at West Amesbury Farm (WAF) has prompted a review of our understanding of pit sites of this period from the county. Bioarchaeological assemblages are used to investigate evidence for the consumption of animal and plant-based foods, and for agricultural and pastoral farming. For the first time Middle Neolithic zooarchaeological evidence, including strontium isotope data, is considered alongside archaeobotanical data, and radiocarbon dating.
                  The absence of cultivated plants from WAF and contemporary sites in the county is consistent with the hypothesis that the reduction in cereal cultivation and greater reliance of wild plants witnessed in the later part of the Neolithic in southern England began in the Middle Neolithic. The zooarchaeological evidence from the same sites demonstrates that the shift away from cereal cultivation may be concurrent with, rather than earlier than, an increase in the relative proportion of deposited pig bones relative to cattle.
                  Both cattle and pigs deposited in pits at WAF have strontium and sulphur isotope values consistent with the local biosphere, and therefore were potentially raised in the area. Zooarchaeological data from WAF compliments that from human dental calculus and lipid residues in associated Peterborough Ware pottery that local cattle husbandry included exploitation of dairy. It also highlights the presence of consistent food preparation methods between pits as seen through butchery practice.
                  The faunal and archaeobotanical remains from contemporary pit deposits suggest that similar farming and subsistence strategies can be proposed across the county, though with some inter-site variation in deposition. Together these excavated pit sites are likely to represent only a sample of those present in the area. Application of a similar integrated approach to material from other Middle Neolithic pits holds potential for better understanding of food and farming in this previously neglected period.
               ",https://api.elsevier.com/content/abstract/scopus_id/85067034121,scopus-doi
71,Phytotoxicity of methiozolin on fine fescue in horttechnology,HortTechnology,Article,01-06-19,10.21273/HORTTECH04278-19,SCOPUS_ID:85069718975,2-s2.0-85069718975,"
                    Methiozolin is a new herbicide that controls annual bluegrass (
                    Poa annua
                    ) in turfgrasses, but the differential tolerance levels of fine fescues (
                    Festuca
                    sp.) has received limited investigation. The objective of this study was to investigate the potential injury from methiozolin when applied to chewings fescue (
                    Festuca rubra
                    ssp.
                    fallax
                    ), strong creeping red fescue (
                    Festuca rubra
                    ssp.
                    rubra
                    ), and hard fescue (
                    Festuca brevipila
                    ). Nine different fine fescue populations (14W2 Comp, Fairmont, and Survivor chewings fescue; FT345, Miser, and Fenway strong creeping red fescue; and 14H4 Comp, Stonehenge, and Oxford hard fescue) were sprayed with methiozolin at five different rates (0.42, 0.83, 1.25, 1.67, and 2.09 lb/acre) at four different application timings [4 weeks before seeding (WBS), 2 WBS, at seeding (AS), and 2 weeks after germination (WAG)]. Untreated controls were also included for each combination. Significant reduction in germination of fine fescue was observed when methiozolin was applied before emergence for all tested application rates. Methiozolin at 1.25, 1.67, and 2.09 lb/acre applied before or at the day of seeding led to complete inhibition of germination in all fine fescue species tested. It was less injurious compared with methiozolin applied at 2 WAG, although a reduction in the percentage of green cover and biomass was observed for application rates greater or equal to 0.83 lb/acre. The hierarchical ranking of species injury from high to low is as follows: hard fescue, chewings fescue, and strong creeping red fescue. A possible solution for annual bluegrass control in fine fescue species with methiozolin is multiple postemergence applications up to a maximum rate of 0.83 lb/acre. Turf managers need to make adjustments in methiozolin application rates and timings based on fine fescue species to maximize selectivity for annual bluegrass control.
                  ",https://api.elsevier.com/content/abstract/scopus_id/85069718975,crossref-doi
72,What if none of the Building Stones at Stonehenge Came from Wiltshire?,Oxford Journal of Archaeology,Article,01-05-19,10.1111/ojoa.12161,SCOPUS_ID:85059839967,2-s2.0-85059839967,"The sarsen and bluestone stones at Stonehenge (Wiltshire, UK) have played a significant role in the development of twentieth-century ideas about Neolithic and early Bronze Age social structure. Sarsen and bluestone are not, however, the only rock types used at Stonehenge. The varied stones present at the monument include previously under-studied material, such as the normally unseen, and largely forgotten, packing stones for Stonehenge's famous settings. By reflecting on more recently developed theoretical frameworks to interpret this variety, this paper exposes the possibility that an alternative to the dominant discourse, in which Stonehenge represents the culmination of Neolithic social evolution, is possible.",https://api.elsevier.com/content/abstract/scopus_id/85059839967,NOT FOUND
73,Isotopic analysis of the Blick Mead dog: A proxy for the dietary reconstruction and mobility of Mesolithic British hunter-gatherers,Journal of Archaeological Science: Reports,Article,01-04-19,10.1016/j.jasrep.2019.02.022,SCOPUS_ID:85062339311,2-s2.0-85062339311,"
                  A single domestic dog (Canis familiaris) tooth was recovered from the Mesolithic site of Blick Mead in the Stonehenge landscape. As no human remains were recovered from the site, the dog tooth provides a potential proxy for reconstructing human diet. Previous studies have shown that domestic dogs often have similar δ13C and δ15N values to their human companions. Incremental dentine carbon and nitrogen isotope analysis and bulk enamel carbon, oxygen and strontium isotope analysis were obtained from the tooth to produce a life-history profile of the dog's diet and mobility. The δ13C and δ15N values indicate that there was little variation in the dog's diet between c.2 and 6 months of age. δ15N values range between +7.9 to +8.7‰, (mean +8.5‰), whereas δ13C values range between −21.3 and −20.5‰, (mean −20.9‰). These data suggest that the dog was consuming predominantly terrestrial herbivorous protein, with the possible inclusion of freshwater fish. The enamel 87Sr/86Sr ratio of 0.70796 can only be obtained from a chalk landscape, such as is found at Blick Mead and elsewhere in southern and southeastern Britain, or basalt terrains which are rare in southern Britain. The enamel δ18O(SMOW) value of 25.7‰ is not consistent with the dog residing at Blick Mead but appropriate contemporaneous data from dogs is currently lacking. The results are thus consistent with the dog originating in a chalk or possibly basaltic terrain elsewhere in Britain and Ireland or that the dog resided locally at a time when the climate was colder than present.
               ",https://api.elsevier.com/content/abstract/scopus_id/85062339311,scopus-doi
74,Megalith quarries for Stonehenge's bluestones,Antiquity,Review,01-02-19,10.15184/aqy.2018.111,SCOPUS_ID:85061638843,2-s2.0-85061638843,Abstract,https://api.elsevier.com/content/abstract/scopus_id/85061638843,crossref-doi
75,"Correction to: Sites of Existential Relatedness: Findings from Phenomenological Research at Stonehenge, Avebury and the Vale of Pewsey, Wiltshire, UK (Public Archaeology, (2019), 18, 1, (28-51), 10.1080/14655187.2019.1762151)",Public Archaeology,Erratum,02-01-19,10.1080/14655187.2019.1810391,SCOPUS_ID:85090034702,2-s2.0-85090034702,"When first published online, in the first paragraph of the section �The study area� the age span of the sites was written as being from the eighth millennium to the fifth century BC. This was incorrect and the sentence has now been corrected to:

Varied in form, function and preservation, the sites span in age from the eighth millennium to the first century BC",https://api.elsevier.com/content/abstract/scopus_id/85090034702,NOT FOUND
76,"Sites of Existential Relatedness: Findings from Phenomenological Research at Stonehenge, Avebury and the Vale of Pewsey, Wiltshire, UK",Public Archaeology,Article,02-01-19,10.1080/14655187.2019.1762151,SCOPUS_ID:85088580577,2-s2.0-85088580577,"As material reflections of human identity and behaviour, heritage assets are often viewed as a source of belonging and existential awareness. In recent years, these impacts have been shown to promote personal wellbeing in ways which align with the therapeutic concept of existential relatedness. Defined as a feeling of deep connection to something greater than the self, existential relatedness has been identified as a fundamental component of personal wellbeing. In light of findings from qualitative work undertaken in the Stonehenge and Avebury World Heritage Site (WHS) and the Vale of Pewsey, Wiltshire, UK, and their environs, this paper considers the capacity for these prehistoric landscapes to facilitate a sense of existential relatedness for people in the present. As a result of this exploration, it suggests that, in certain contexts, the historic environment has a unique role to play in the creation of existential wellbeing through the cultural, collective and transcendent connections that it affords. The paper further theorizes that the feeling of connectivity which many people experience in response to heritage assets is essentially a form of communitas, and perhaps one of the greatest social benefits that the historic environment has to offer.",https://api.elsevier.com/content/abstract/scopus_id/85088580577,NOT FOUND
77,The chalk drums from Folkton and Lavant: Measuring devices from the time of Stonehenge,British Journal for the History of Mathematics,Article,02-01-19,10.1080/17498430.2018.1555927,SCOPUS_ID:85076377627,2-s2.0-85076377627,"Investigating knowledge of mathematics and the use of standard units of measurement in prehistoric societies is a difficult task. For the British Neolithic period (4000�2500 bc), attempts to refine our understanding of mathematical knowledge for this period have been largely unsuccessful until now. Following recent research, we propose that there is a direct link between the design of the monument of Stonehenge and the chalk artefacts known as the Folkton and Lavant Drums, in which the Drums represent measurement standards that were essential for accurate and reproducible monument construction. This has important implications for future analyses of artefacts and monuments for this period.",https://api.elsevier.com/content/abstract/scopus_id/85076377627,NOT FOUND
78,"FLINTWORKING IN THE MIDDLE NEOLITHIC: TECHNIQUES, TECHNOLOGIES AND DEPOSITION ON SALISBURY PLAIN IN THE LATE 4<sup>TH</sup> MILLENNIUM BC",Lithics,Article,01-01-19,NA,SCOPUS_ID:85159799983,2-s2.0-85159799983,"Excavations at West Amesbury Farm to the east of Stonehenge resulted in the recovery of a large and nationally important struck flint assemblage from five pits securely dated, by radiocarbon and their contained assemblages of Peterborough Ware, to the final centuries of the fourth millennium BC. The sheer quantity of material recovered from the pits (11,329 individual pieces) is notable and it constitutes one of the largest Middle Neolithic assemblages to have been examined in any detail from southern Britain to date. This paper provides an account of the technological and typological characteristics of the assemblages, exploring similarities and contrasts between the individual assemblages recovered from the different pits and their various fills, and places this tradition of flintworking into its wider context.",https://api.elsevier.com/content/abstract/scopus_id/85159799983,NOT FOUND
79,Reaching Out: The Participatory Culture Model and Current Approaches to the Creation of New Archaeological Knowledge with Local Communities,One World Archaeology,Book Chapter,01-01-19,10.1007/978-3-030-14327-5_28,SCOPUS_ID:85105616660,2-s2.0-85105616660,"The history of the construction of archaeological knowledge charts the development of amateur observers and collectors of curiosities through to the late eighteenth- and early nineteenth-century antiquarians en plein air leading on to the development of archaeology as a profession. Into the twenty-first century not only has archaeology developed as a scientific discipline but so too has the world of communication, which has changed how we live economically, politically and socially, all of which informs our concept of the construction of history and thereby archaeological knowledge.

At English Heritage, we conserve and maintain historic sites and monuments which are in guardianship for the nation on behalf of the government. The primary focus is to look after the sites and their collections in perpetuity, but we also want to reach out to the public to help them appreciate the significance of these places and events that took place in them. To do this we need to make them accessible in different ways. Engaging with millions of visitors presents a challenge but is successful mostly where there is participation by both amateurs and professionals alike. At Stonehenge, for example, visitors, led by volunteers, are invited to visit reconstructed Neolithic houses to get a hands-on experience of the Neolithic while experiencing experimental archaeology.

This chapter, which is based on a contribution to a session at WAC 7 in Jordan on Archaeology as Public: Consumers, Producers, or Interactive Partners? Toward Multivocality in Participatory Archaeology, addresses the development of the relationship of professionals and amateurs in the heritage world today and will consider through case studies from museums, heritage sites and field archaeology, the construction and dissemination of archaeological knowledge.",https://api.elsevier.com/content/abstract/scopus_id/85105616660,NOT FOUND
80,Stonehenge skyscape,Journal of Skyscape Archaeology,Note,01-01-19,10.1558/jsa.40034,SCOPUS_ID:85104891496,2-s2.0-85104891496,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85104891496,NOT FOUND
81,Prehistoric Landscapes as a Source of Ontological Security for the Present Day,Heritage and Society,Article,01-01-19,10.1080/2159032X.2020.1818501,SCOPUS_ID:85091681483,2-s2.0-85091681483,"In her paper, Conservation as Psychology, Jane Grenville [(2007). �Conservation as Psychology: Ontological Security and the Built Environment.� International Journal of Heritage Studies 13 (6): 447�461. DOI:10.1080/13527250701570614] proposed that the built historic environment plays a key role in the development of individual ontological security. In view of the need to better understand the unique wellbeing effects of the historic environment, the current paper explores this theory further with reference to the prehistoric archaeology of the Stonehenge and Avebury WHS, the Vale of Pewsey and their environs in Wiltshire, UK. Considering the qualitative findings of research undertaken in these prehistoric landscapes from the theoretical perspective underpinning Grenville�s work, this paper suggests that they have the capacity to impact ontological security, and thus existential wellbeing, in a significant way.",https://api.elsevier.com/content/abstract/scopus_id/85091681483,NOT FOUND
82,The convergence of fates in Thomas Hardy’s novels,Cahiers Victoriens and Edouardiens,Article,01-01-19,10.4000/CVE.6047,SCOPUS_ID:85091122133,2-s2.0-85091122133,"In the diegesis of Thomas Hardy's novels, when the movements converge towards a central point, it is because we approach �this central place, this intimate exteriority, this extimacy which is the Thing� (Lacan 1986, 167). It is that the subject (that is to say the character) is very close to touching Das Ding , his absolute Other (Lacan 1986, 65), and consequently the only real object of his desire. It is true in all of Hardy's tragic novels: in Tess of the d'Urbervillesfor example, where Tess lying on a stone at Stonehenge, soon surrounded by kingdom police searching for her, is the last image we have of her. We will be interested in the scenarios that make destinies converge towards this central point, as well as in the strategies that revolve around the object of desire and keep it at a distance in Hardy's non-tragic novels, for example in Far from the Madding . Crowded . It is then a question of ""finding"" the object - the term referring to circa, the detour (Lacan 1986, 72). It will be shown that Hardy's writing is not characterized by convergence but by divergence, the scattering of meaning: if the deadly letters painted red by a religious fanatic touch Tess at the very heart of her being, poetic writing de Hardy does not go straight to the point, it does not put us under house arrest and does not subject us to the tyranny of a center. She puts our gaze in anamorphosis and makes meaning waver through the poetic play of language.",https://api.elsevier.com/content/abstract/scopus_id/85091122133,NOT FOUND
83,"Making sense of monuments: Narratives of time, movement, and scale","Making Sense of Monuments: Narratives of Time, Movement, and Scale",Book,01-01-19,10.4324/9780429427756,SCOPUS_ID:85090408380,2-s2.0-85090408380,"Stonehenge, Machu Picchu, Confederate statues, Egyptian pyramids, and medieval cathedrals: these are some of the places that are the subject of Making Sense of Monuments, an analysis of how the built environment molds human experiences and perceptions via bodily comparison. Drawing from recent research in cognitive neuroscience, psychology, and semiotics, Michael J. Kolb explores the mechanics of the mind, the material world, and the spatialization process of monumental architecture. Three distinct spatial-cognitive metaphors�time, movement, and scale�comprise strands of knowledge that when interwoven create embodied contours of meaning of how human interact with monumental spaces. Comprehensive, lucidly written, and thoroughly illustrated, Making Sense of Monuments is a vibrant, extraordinary journey of the monuments we have constructed and inhabited.",https://api.elsevier.com/content/abstract/scopus_id/85090408380,NOT FOUND
84,Theoretical analysis of ground deformation due to tunnelling through weak deposits of phosphatic chalk in area of the proposed stonehenge tunnel,"Tunnels and Underground Cities: Engineering and Innovation meet Archaeology, Architecture and Art- Proceedings of the WTC 2019 ITA-AITES World Tunnel Congress",Conference Paper,01-01-19,10.1201/9780429424441-641,SCOPUS_ID:85068391422,2-s2.0-85068391422,"This study uses numerical analysis to preliminarily model the anticipated ground deformation and surface settlement that could occur during tunnelling though weak deposits of phosphatic chalk using the finite element program RS2. This paper focuses on the factors that lead to increased and severe surface settlement and proposes mitigation measures. According to this analysis, the main factors contributing to extreme settlement increases are: high ground water levels, weak tunnel crown lithology, stress interaction between the twin tunnels and discontinuities within the rock mass. It is suggested that further detailed site investigation work is required to refine the understanding of the ground conditions be-fore excavation can commence. It should be noted and highlighted that the results of this study should not be used for any design purposes as it was a theoretical exercise to highlight the factors influencing ground movements induced by tunneling through the phosphatic chalk.",https://api.elsevier.com/content/abstract/scopus_id/85068391422,NOT FOUND
85,Multi-isotope analysis reveals that feasts in the Stonehenge environs and across Wessex drew people and animals from throughout Britain,Science Advances,Article,01-01-19,10.1126/sciadv.aau6078,SCOPUS_ID:85063281954,2-s2.0-85063281954,Pan-British mobility is revealed in Neolithic Britain in the largest faunal multi-isotope study yet delivered in archeology.,https://api.elsevier.com/content/abstract/scopus_id/85063281954,crossref-doi
